"","id","realtime_start","realtime_end","title","observation_start","observation_end","frequency","frequency_short","units","units_short","seasonal_adjustment","seasonal_adjustment_short","last_updated","popularity","group_popularity","notes"
"213","APUS24A72610","2023-12-17","2023-12-17","Average Price: Electricity per Kilowatt-Hour in Minneapolis-St. Paul-Bloomington, MN-WI (CBSA)","1978-11-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:05:03-06",16,16,"All electricity.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"214","APU0000711417","2023-12-17","2023-12-17","Average Price: Grapes, Thompson Seedless (Cost per Pound/453.6 Grams) in U.S. City Average","1980-07-01","2021-09-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2021-10-13 07:39:22-05",16,16,"Fresh green/white seedless grapes, regardless of packaging. Includes organic, and non-organic.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"215","CUUR0000SEGA","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Tobacco and Smoking Products in U.S. City Average","1947-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:11-06",16,21,NA
"216","APU0000703113","2023-12-17","2023-12-17","Average Price: Ground Beef, Lean and Extra Lean (Cost per Pound/453.6 Grams) in U.S. City Average","1991-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:20-06",16,16,"Any ground beef that is lean or extra lean, regardless of packaging. Includes organic, non-organic, fresh, and frozen.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"217","CUSR0000SEHF","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Energy Services in U.S. City Average","1947-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Seasonally Adjusted","SA","2023-12-12 07:42:09-06",15,16,NA
"218","STICKCPIXSHLTRM157SFRBATL","2023-12-17","2023-12-17","Sticky Price Consumer Price Index less Shelter","1967-01-01","2023-11-01","Monthly","M","Percent Change","% Chg.","Seasonally Adjusted","SA","2023-12-12 12:01:08-06",15,45,"The Sticky Price Consumer Price Index (CPI) is calculated from a subset of goods and services included in the CPI that change price relatively infrequently. Because these goods and services change price relatively infrequently, they are thought to incorporate expectations about future inflation to a greater degree than prices that change on a more frequent basis. One possible explanation for sticky prices could be the costs firms incur when changing price.

To obtain more information about this release see: Michael F. Bryan, and Brent H. Meyer. “Are Some Prices in the CPI More Forward Looking Than Others? We Think So.” Economic Commentary (Federal Reserve Bank of Cleveland) (May 19, 2010): 1–6. https://doi.org/10.26509/frbc-ec-201002 (https://doi.org/10.26509/frbc-ec-201002)."
"219","DPCXRG3M086SBEA","2023-12-17","2023-12-17","Personal consumption expenditures: Market-based PCE excluding food and energy (chain-type price index)","1987-01-01","2023-10-01","Monthly","M","Index 2017=100","Index 2017=100","Seasonally Adjusted","SA","2023-11-30 07:44:27-06",15,15,"BEA Account Code: DPCXRG
For more information about this series, please see http://www.bea.gov/national/."
"220","CUURA320SA0","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: All Items in Miami-Fort Lauderdale-West Palm Beach, FL (CBSA)","1977-11-01","2023-10-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-11-14 07:52:06-06",15,15,NA
"221","APUS24B74716","2023-12-17","2023-12-17","Average Price: Gasoline, Unleaded Premium (Cost per Gallon/3.785 Liters) in St. Louis, MO-IL (CBSA)","1981-09-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:23-06",15,15,"All unleaded premium gasoline.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"222","CUUR0000SETG01","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average","1963-12-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:11-06",15,61,NA
"223","DFXARG3M086SBEA","2023-12-17","2023-12-17","Personal consumption expenditures: Food (chain-type price index)","1959-01-01","2023-10-01","Monthly","M","Index 2017=100","Index 2017=100","Seasonally Adjusted","SA","2023-11-30 07:44:25-06",15,15,"BEA Account Code: DFXARG
For more information about this series, please see http://www.bea.gov/national/."
"224","APUS48B72610","2023-12-17","2023-12-17","Average Price: Electricity per Kilowatt-Hour in Denver-Aurora-Lakewood, CO (CBSA)","1978-11-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:05:03-06",15,15,"All electricity.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"225","CUUR0000SEGB02","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Cosmetics, Perfume, Bath, Nail Preparations and Implements in U.S. City Average","1977-12-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:13-06",14,14,NA
"226","CUUR0300SA0","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: All Items in South","1966-12-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:09-06",14,14,NA
"227","DPCCRA3M086SBEA","2023-12-17","2023-12-17","Real personal consumption expenditures excluding food and energy (chain-type quantity index)","1959-01-01","2023-10-01","Monthly","M","Index 2017=100","Index 2017=100","Seasonally Adjusted","SA","2023-11-30 07:44:33-06",14,15,"BEA Account Code: DPCCRA
For more information about this series, please see http://www.bea.gov/national/."
"228","TRMMEANCPIM159SFRBCLE","2023-12-17","2023-12-17","16% Trimmed-Mean Consumer Price Index","1983-12-01","2023-11-01","Monthly","M","Percent Change from Year Ago","% Chg. from Yr. Ago","Seasonally Adjusted","SA","2023-12-12 14:02:09-06",14,46,"16% Trimmed-Mean Consumer Price Index (CPI) is a measure of core inflation calculated by the Federal Reserve Bank of Cleveland. The Trimmed-Mean CPI excludes the CPI components that show the most extreme monthly price changes. This series excludes 8% of the CPI components with the highest and lowest one-month price changes from each tail of the price-change distribution resulting in a 16% Trimmed-Mean Inflation Estimate.

For further information, visit The Federal Reserve Bank of Cleveland (https://www.clevelandfed.org/indicators-and-data/median-cpi#background)."
"229","CUUR0000SAH2","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Fuels and Utilities in U.S. City Average","1952-12-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:10-06",14,17,NA
"230","FLEXCPIM159SFRBATL","2023-12-17","2023-12-17","Flexible Price Consumer Price Index","1967-12-01","2023-11-01","Monthly","M","Percent Change from Year Ago","% Chg. from Yr. Ago","Seasonally Adjusted","SA","2023-12-12 12:01:08-06",14,37,"The Flexible Price Consumer Price Index (CPI) is calculated from a subset of goods and services included in the CPI that change price relatively frequently. Because flexible prices are quick to change, it assumes that when these prices are set, they incorporate less of an expectation about future inflation. Evidence suggests that this flexible price measure is more responsive to changes in the current economic environment or the level of economic slack.

To obtain more information about this release see: Michael F. Bryan, and Brent H. Meyer. “Are Some Prices in the CPI More Forward Looking Than Others? We Think So.” Economic Commentary (Federal Reserve Bank of Cleveland) (May 19, 2010): 1–6. https://doi.org/10.26509/frbc-ec-201002 (https://doi.org/10.26509/frbc-ec-201002)."
